Recency,Frequency,Monetary,Cluster_2,Cluster_4,Segment,PCA1,PCA2
6,5,1747.66,1,0,Champions,1.5400560212677863,-0.7043988769526892
305,1,155.05,0,1,At Risk,-2.0428626718297966,0.3900902644635371
29,3,1499.01,1,3,Regular Customers,0.5445246288482586,0.007200586302556249
184,3,814.5,0,3,Regular Customers,-0.43935281432110207,0.9384749759647213
42,3,539.0,0,3,Regular Customers,-0.07742047583289206,-0.13667296728368636
40,4,1366.8600000000001,1,3,Regular Customers,0.5833833439071835,0.2569944399767912
92,2,1579.12,0,3,Regular Customers,-0.12331114243679367,0.6333421069462409
22,4,4027.36,1,3,Regular Customers,1.3163489759583658,0.28391153274655184
24,2,571.6700000000001,0,2,Recent Customers,-0.10271382039783125,-0.5691223339543768
29,2,382.98,0,2,Recent Customers,-0.3618893558340458,-0.5991215955669487
302,3,1140.35,0,3,Regular Customers,-0.4684270336804711,1.3736773191700768
145,2,385.64,0,1,At Risk,-0.9630931639915554,0.4065387198834849
6,2,632.0,1,2,Recent Customers,0.4310483196209891,-1.3396219724318097
19,2,957.66,0,2,Recent Customers,0.22682424150636096,-0.5229332077370917
33,5,1698.94,1,3,Regular Customers,0.9229290040679696,0.2872140810253914
176,1,189.5,0,1,At Risk,-1.7391609297841455,0.11570125397463941
58,3,409.8,0,3,Regular Customers,-0.3279245445223855,-0.03573165933470675
22,1,209.49,0,2,Recent Customers,-0.9123205343932211,-1.141601043614525
16,6,2198.45,1,0,Champions,1.4493440598770266,0.0005931494642853238
19,1,52.199999999999996,0,2,Recent Customers,-1.5110757054206283,-1.731120375991054
159,1,383.85,0,1,At Risk,-1.3671614528845693,0.3077979901713275
25,4,834.57,1,3,Regular Customers,0.5236682037648068,-0.21126000266182937
212,2,266.59000000000003,0,1,At Risk,-1.2818755838751739,0.5119260932861102
6,4,674.82,1,2,Recent Customers,0.92431096821489,-1.1203815971250317
253,1,85.0,0,1,At Risk,-2.2542309391238726,0.05501562812982789
59,9,3385.62,1,3,Regular Customers,1.4949930954450399,1.0937044002958425
11,1,361.62,0,2,Recent Customers,-0.4058959683424465,-1.355934827895657
65,1,312.98,0,1,At Risk,-1.1253971413494621,-0.3276887780661217
25,3,865.0600000000001,1,3,Regular Customers,0.33874808375051113,-0.2835637139278625
92,3,1255.0,0,3,Regular Customers,0.028149843020620714,0.6597762654927473
52,2,1537.95,0,3,Regular Customers,0.0789713203311173,0.2672600018554786
129,1,1595.48,0,3,Regular Customers,-0.6132611715921141,0.6943224376839172
96,3,2651.46,1,3,Regular Customers,0.3665209086954814,0.958735155490427
57,1,1090.14,0,3,Regular Customers,-0.4854071151905721,0.04406999587466126
9,25,8109.5199999999995,1,0,Champions,3.458140715722752,0.6414161718525891
169,3,388.5,0,1,At Risk,-0.7574234111636334,0.615746776219423
57,1,216.17,0,1,At Risk,-1.2508354112511848,-0.5438642226181367
326,1,201.16,0,1,At Risk,-1.9454670047287652,0.5264541029877244
1,5,1245.9,1,0,Champions,1.8582546322702418,-1.6217402850617495
18,8,2209.36,1,0,Champions,1.636606855670003,0.16903791297844134
248,1,305.78,0,1,At Risk,-1.643613040159733,0.5056011650239001
58,4,501.56,0,3,Regular Customers,-0.030416840786019063,0.12305186119406941
74,1,145.67000000000002,0,1,At Risk,-1.5351299516247523,-0.5238625801599917
31,3,1005.09,1,3,Regular Customers,0.3304931968297058,-0.09734941573574066
7,2,3192.54,1,2,Recent Customers,1.1474200044470424,-0.6655379706516298
123,4,3083.65,1,3,Regular Customers,0.5462014278136754,1.2547448703545656
2,8,2770.94,1,0,Champions,2.4490540082315495,-0.9186449181181119
23,13,6403.25,1,0,Champions,2.451573386529209,0.873587387009897
120,3,389.6,0,1,At Risk,-0.626203884402184,0.4012306829741037
358,1,540.45,0,1,At Risk,-1.5139972714858432,0.9444506592805355
54,5,1786.79,1,3,Regular Customers,0.7630898095622519,0.6104711707604445
64,1,122.7,0,1,At Risk,-1.5612266807531074,-0.6766127610737017
86,1,117.24,0,1,At Risk,-1.6939917828470676,-0.5082484425010726
55,1,1271.57,0,3,Regular Customers,-0.39906984736904,0.07784459973158946
21,13,3219.77,1,0,Champions,2.158904826825971,0.5680950683573015
4,20,17159.52,1,0,Champions,3.885022296384702,0.39326168449941906
3,5,1191.13,1,0,Champions,1.5721752721983646,-1.198689048148182
11,5,2674.48,1,0,Champions,1.5358088473668772,-0.20782120116525313
7,5,787.6,1,2,Recent Customers,1.1114554901565672,-0.909781114450056
189,2,506.8,0,1,At Risk,-0.9344663134300341,0.6728082725709725
71,1,243.56,0,1,At Risk,-1.277111904963362,-0.36353236670928185
204,1,349.55,0,1,At Risk,-1.5060969353961595,0.43091164901522866
120,2,595.67,0,1,At Risk,-0.685625845461974,0.44549275052553056
93,1,416.90000000000003,0,1,At Risk,-1.1249197491083855,0.000627036156971601
1,10,1883.8100000000002,1,0,Champions,2.6026284660403505,-1.2394043315820902
27,4,632.97,1,3,Regular Customers,0.3644388334597624,-0.264841656698366
298,1,821.1,0,1,At Risk,-1.2461252023920295,0.9806130526302965
24,3,564.62,0,2,Recent Customers,0.15172501164076072,-0.46358971502513396
28,4,2593.07,1,3,Regular Customers,1.0191105319669578,0.270561191802879
50,1,311.16,0,1,At Risk,-1.0296633984935062,-0.4932531737674816
326,1,155.93,0,1,At Risk,-2.0655514599810787,0.43421586105799126
16,2,388.52,0,2,Recent Customers,-0.1381284308509875,-0.9539699283627476
183,3,740.95,0,3,Regular Customers,-0.48209933730250826,0.9006145679325877
72,5,2867.2,1,3,Regular Customers,0.8790715808749635,0.9621160543112518
37,2,332.64,0,2,Recent Customers,-0.5188214821532413,-0.5004471311064123
80,4,2369.55,1,3,Regular Customers,0.5840157169313771,0.8888935283015513
57,9,2580.91,1,3,Regular Customers,1.3793036239341454,0.9734032926627411
12,2,626.45,0,2,Recent Customers,0.19040095795677453,-0.9503981428625815
50,2,272.04,0,1,At Risk,-0.7262621346270838,-0.38692083175236525
50,2,1212.8400000000001,0,3,Regular Customers,-0.018857193441174584,0.15644498499965415
59,2,384.81,0,1,At Risk,-0.6244157970138298,-0.15797909258271778
352,1,172.25,0,1,At Risk,-2.0478663638891486,0.5187497968855412
54,1,351.13,0,1,At Risk,-1.0013787142135162,-0.4015052353801097
2,6,1838.8500000000001,1,0,Champions,2.027310391909557,-1.1640516611524099
93,4,678.25,0,3,Regular Customers,-0.06548437122898754,0.5280375179807639
23,1,223.85000000000002,0,2,Recent Customers,-0.8972861519026586,-1.090585179983926
75,1,348.99,0,1,At Risk,-1.1278073053764024,-0.19871040260697145
11,4,464.57,1,2,Recent Customers,0.5417145286310493,-0.9144183145883559
169,2,842.65,0,1,At Risk,-0.6512732510318624,0.7871866815617417
58,2,337.34,0,1,At Risk,-0.6802491553684509,-0.2164514632176836
96,2,1237.53,0,3,Regular Customers,-0.25489037096444545,0.5713268072328376
295,1,307.4,0,1,At Risk,-1.7071657348071319,0.617131015476152
109,2,608.7900000000001,0,1,At Risk,-0.6389044556365997,0.3929938102935526
264,1,922.1,0,1,At Risk,-1.1450697658351978,0.9462906418265155
180,1,376.58,0,1,At Risk,-1.4233133816963282,0.37903119660408435
169,1,158.85,0,1,At Risk,-1.8069214382827212,0.026233741586340554
35,1,71.66,0,1,At Risk,-1.5877992778879069,-1.244966948728461
23,3,568.55,0,2,Recent Customers,0.17060203286023676,-0.48694645517461393
17,4,839.14,1,2,Recent Customers,0.6667245779381354,-0.4423874158159651
22,5,5112.96,1,0,Champions,1.5944651238116623,0.44055763374668294
79,3,561.5699999999999,0,3,Regular Customers,-0.2951599881990346,0.2718041107107589
65,1,90.6,0,1,At Risk,-1.709508434515713,-0.776351335261842
361,1,102.0,0,1,At Risk,-2.3040476484490457,0.34532120633064217
3,6,2427.32,1,0,Champions,2.0490019856827377,-0.8806072903796571
11,4,745.06,1,2,Recent Customers,0.7652995310234616,-0.7426801200052231
176,3,674.45,0,3,Regular Customers,-0.5118076499003897,0.8418269400829863
218,2,3251.071,0,3,Regular Customers,-0.1082405019551334,1.4391700672494103
7,7,3515.68,1,0,Champions,2.080636686744009,-0.25524672006065136
2,2,439.92,1,2,Recent Customers,0.583256455578155,-2.0084533089271344
154,2,322.96,0,1,At Risk,-1.069809488707851,0.38004154791342365
5,5,1019.27,1,2,Recent Customers,1.3434745641409107,-0.9983474229157236
79,3,594.04,0,3,Regular Customers,-0.2685536691609447,0.2922407283157484
21,2,230.22,0,2,Recent Customers,-0.4839123686129922,-0.9804719439538407
22,2,169.55,0,2,Recent Customers,-0.6451978914269227,-1.0631347247614553
308,4,664.54,0,3,Regular Customers,-0.5297480277223366,1.2750243908494587
146,1,80.7,0,1,At Risk,-2.0696365902019256,-0.3103662135248626
7,18,9024.17,1,0,Champions,3.31023069175068,0.41889443393498554
19,8,2758.26,1,0,Champions,1.7221840031754003,0.28233768391820385
71,2,190.25,0,1,At Risk,-1.0268073546856267,-0.2979842169809745
287,1,264.7,0,1,At Risk,-1.7673626842436438,0.5454845322152333
49,1,413.59000000000003,0,1,At Risk,-0.8875457185027701,-0.4024549844454105
31,6,2461.2400000000002,1,3,Regular Customers,1.2612368819703461,0.44267751869976346
207,1,357.98,0,1,At Risk,-1.5003791272124574,0.4487762392741399
15,2,196.79000000000002,0,2,Recent Customers,-0.43630960203628555,-1.2392267124237832
73,1,869.87,0,1,At Risk,-0.6853855093262184,0.11638795639558755
60,1,200.14,0,1,At Risk,-1.3064578006139165,-0.539821215974229
39,4,1871.81,1,3,Regular Customers,0.7417919939787626,0.3557711673876458
30,12,2603.43,1,0,Champions,1.860129427213834,0.6797928861789299
27,5,920.51,1,3,Regular Customers,0.706754356313897,-0.05888328234342939
4,15,7060.13,1,0,Champions,3.2179069727505976,-0.034174048440900016
17,1,320.46,0,2,Recent Customers,-0.6179101986698059,-1.1427761284916116
20,6,4147.96,1,0,Champions,1.6695474096198883,0.3656919629544762
66,2,1266.08,0,3,Regular Customers,-0.10273816360597925,0.345059050289529
213,1,311.3,0,1,At Risk,-1.5772933748849174,0.416069529310377
12,6,852.88,1,3,Regular Customers,1.1031876822691522,-0.514068909861139
30,1,76.8,0,1,At Risk,-1.498269729959988,-1.31486697023834
43,9,3466.36,1,0,Champions,1.6246432963595714,0.905667122473471
4,6,2274.14,1,0,Champions,1.932866533046651,-0.7628794344967245
15,5,1393.69,1,3,Regular Customers,1.117023085324994,-0.2627125194279579
10,12,3901.81,1,0,Champions,2.4477023222852217,0.17029146157358205
211,1,635.66,0,1,At Risk,-1.235979023178681,0.6695293789198279
46,3,2043.0800000000002,1,3,Regular Customers,0.519766324122159,0.40451874689556866
134,2,529.73,0,1,At Risk,-0.7829773308012437,0.472246485458735
43,7,4582.64,1,3,Regular Customers,1.555066201304989,0.9219597063631036
10,5,2874.72,1,0,Champions,1.6032688529070611,-0.23669465472880938
116,3,962.19,0,3,Regular Customers,-0.18540540048634963,0.7086385720025964
198,2,695.61,0,1,At Risk,-0.8022468575452003,0.8172861381264709
278,1,328.8,0,1,At Risk,-1.6527609295478702,0.6040692011389842
110,3,473.02,0,1,At Risk,-0.501472449013166,0.41704454132079316
77,1,505.18,0,1,At Risk,-0.962772294301124,-0.04785668207962311
53,1,917.34,0,1,At Risk,-0.5398593817722204,-0.06402309102866252
162,4,4341.21,1,3,Regular Customers,0.6038721899846768,1.5526443788707347
47,3,1421.61,1,3,Regular Customers,0.33986410144983475,0.28585773493560335
17,2,642.8,0,2,Recent Customers,0.07828749125013476,-0.7347323643000516
155,3,631.9,0,3,Regular Customers,-0.49441543828399603,0.7380672416148962
225,1,440.0,0,1,At Risk,-1.4345129078647658,0.5763362704915033
7,2,584.07,1,2,Recent Customers,0.3427050958340477,-1.283648685058011
122,2,327.7,0,1,At Risk,-0.9745886665845919,0.2387399538544571
61,1,104.82,0,1,At Risk,-1.6172012165951135,-0.7634275422328819
63,2,467.66,0,1,At Risk,-0.5568306986587356,-0.0462162204406066
18,8,2358.84,1,0,Champions,1.6676348471956852,0.19287086773454368
7,19,17286.86,1,0,Champions,3.664839025545328,0.6752432594095652
2,11,2975.59,1,0,Champions,2.7431408148237706,-0.7826582369939116
22,3,648.89,0,2,Recent Customers,0.24942764870270484,-0.4658673818246031
29,5,1428.02,1,3,Regular Customers,0.8884257438187229,0.14464132662287987
285,1,626.65,0,1,At Risk,-1.3571095146902412,0.8541422626649474
176,2,147.20000000000002,0,1,At Risk,-1.4913268612280655,0.17935179846964458
78,3,1560.38,0,3,Regular Customers,0.19366770080008985,0.63561327261747
33,1,152.2,0,1,At Risk,-1.2122670070501933,-1.0095223433510048
41,12,3560.32,1,0,Champions,1.8924948864649938,0.9862739382254445
266,1,141.41,0,1,At Risk,-2.0341516523761722,0.27034929905209343
27,4,646.42,1,3,Regular Customers,0.37439306517910764,-0.25719569759712835
109,4,1659.75,0,3,Regular Customers,0.2983828752481165,0.9532946166266364
284,1,154.99,0,1,At Risk,-2.0158865158856383,0.3448799474797455
9,5,1308.6100000000001,1,3,Regular Customers,1.2667188614293536,-0.5835887214498638
305,1,409.93,0,1,At Risk,-1.5837632518125293,0.7427297737520391
17,4,5578.72,1,3,Regular Customers,1.5644553080479877,0.2471698136992462
32,2,746.36,0,2,Recent Customers,-0.08253066404312953,-0.2961568194913999
1,23,15610.390000000001,1,0,Champions,4.311010716792075,-0.17098709516358124
20,1,225.36,0,2,Recent Customers,-0.8431038375162949,-1.1727978521241347
124,2,260.25,0,1,At Risk,-1.0896482641967769,0.16531899190549892
65,1,92.46,0,1,At Risk,-1.6999768335392467,-0.769030003662363
106,1,725.6400000000001,0,1,At Risk,-0.9121038590086775,0.284217134042285
1,23,8152.71,1,0,Champions,4.0030335293441635,-0.4075478911881104
24,17,6211.66,1,0,Champions,2.6489826996472274,0.984536784747787
267,1,183.6,0,1,At Risk,-1.9125452775719483,0.36722328869961146
5,19,6140.42,1,0,Champions,3.2840064015133077,0.11593856045107663
10,12,10464.85,1,0,Champions,2.915419213394585,0.5295501488543158
29,5,1334.34,1,3,Regular Customers,0.8562765964723416,0.11994719927276203
267,1,152.55,0,1,At Risk,-1.9998681717195883,0.3001495761239836
64,2,374.7,0,1,At Risk,-0.6675827103060603,-0.11690825317373103
320,1,265.85,0,1,At Risk,-1.8067542664694831,0.6158272488912887
4,8,1437.57,1,0,Champions,1.9429220183668667,-0.8336950480293481
32,1,151.04,0,2,Recent Customers,-1.2044671077415716,-1.0312153841196552
5,3,942.26,1,2,Recent Customers,0.9393730013877575,-1.1820288149106608
129,1,118.67,0,1,At Risk,-1.841712179662309,-0.2492648154965513
41,5,499.41999999999996,0,3,Regular Customers,0.2623642872735384,-0.024215119327284408
102,6,1049.37,1,3,Regular Customers,0.41073697663393355,0.8734679759650861
125,1,375.1,0,1,At Risk,-1.2868101267721237,0.14797965309356306
33,1,45.599999999999994,0,1,At Risk,-1.7765802659314385,-1.442977804238743
302,2,921.62,0,1,At Risk,-0.8296157131553653,1.186148922909762
365,1,182.25,0,1,At Risk,-2.0350738548975755,0.5621138439031157
4,9,1002.9,1,0,Champions,1.8676777819666301,-0.9244176709048952
2,18,4421.29,1,0,Champions,3.346662050167272,-0.4626970948302414
3,1,191.47,0,2,Recent Customers,-0.28656558576331814,-2.2830771111484904
10,13,50491.81,1,0,Champions,3.728661567768296,1.1310510924807415
57,1,158.75,0,1,At Risk,-1.3964345311718316,-0.655700569960339
325,1,76.32000000000001,0,1,At Risk,-2.400011161279033,0.17447325679465497
8,14,4076.91,1,0,Champions,2.6746541345278674,0.1138021293704551
12,1,433.86,0,2,Recent Customers,-0.35033290537463396,-1.2390283658254664
4,17,65164.79,1,0,Champions,4.378214148328861,0.8202622683739942
37,1,147.35,0,1,At Risk,-1.2700085194493413,-0.9507288412184757
16,11,3104.17,1,0,Champions,2.100578768752925,0.33236986772549687
138,1,191.95000000000002,0,1,At Risk,-1.640782073717902,-0.0328515809939291
74,6,5976.79,1,3,Regular Customers,1.3564354657746238,1.3056755378309746
5,5,1105.8799999999999,1,2,Recent Customers,1.3821077864029612,-0.9686728035485054
155,2,216.20999999999998,0,1,At Risk,-1.2618123323853807,0.23852567515833825
239,1,1266.23,0,1,At Risk,-0.9569805171358233,0.9988719046250973
52,7,2703.23,1,3,Regular Customers,1.233774885107755,0.8477546682979978
31,2,597.91,0,2,Recent Customers,-0.17577090117394348,-0.39631189831635644
73,1,144.2,0,1,At Risk,-1.5347785834198249,-0.536040567321903
4,12,5683.15,1,0,Champions,2.9271667390174034,-0.19260467758346667
14,4,692.85,1,2,Recent Customers,0.6456590465998198,-0.6276445190799586
23,7,2915.15,1,0,Champions,1.5721818837873722,0.3730046505246465
4,4,1840.42,1,0,Champions,1.5281198756912886,-0.9686175883287628
274,2,386.53,0,1,At Risk,-1.2038705329658825,0.8087617974563616
20,5,1382.74,1,3,Regular Customers,1.0094075648690077,-0.09319470511763531
144,1,90.0,0,1,At Risk,-2.0132870797089586,-0.2797871740857478
4,4,2780.15,1,0,Champions,1.7236272509989048,-0.8184461398695865
84,1,419.58000000000004,0,1,At Risk,-1.083443064144951,-0.060846315756427995
11,3,2720.63,1,3,Regular Customers,1.1770283904782444,-0.3566909339952199
8,3,706.1300000000001,1,2,Recent Customers,0.6478689144794271,-1.029927182442297
123,3,709.71,0,3,Regular Customers,-0.35173915641936054,0.6347619949429979
61,2,637.5,0,3,Regular Customers,-0.39807294236550894,0.046285177750375654
2,5,1123.8600000000001,1,0,Champions,1.6545288532038147,-1.4022151315565274
319,1,480.91,0,1,At Risk,-1.5253029393171884,0.8291197693954595
2,11,3586.0299999999997,1,0,Champions,2.8315927382493937,-0.7147173041317817
130,3,605.64,0,3,Regular Customers,-0.4477894112674828,0.6119109850475022
2,15,4690.31,1,0,Champions,3.219162340835019,-0.5069254194532151
2,2,965.8800000000001,1,2,Recent Customers,0.9555685874380089,-1.722476107134379
46,1,415.82,0,1,At Risk,-0.8613658806924538,-0.4397262882297979
4,2,935.05,1,2,Recent Customers,0.745068971997233,-1.4104476329325448
3,4,915.13,1,2,Recent Customers,1.2823361420657742,-1.3643397057609365
373,1,311.81,0,1,At Risk,-1.7897814508967815,0.7705773967784494
134,1,115.8,0,1,At Risk,-1.8676389808576872,-0.23418088434411585
47,4,3742.2,1,3,Regular Customers,1.0004986669865696,0.7235631463914896
9,5,4191.0,1,0,Champions,1.8183744655374148,-0.15985574979504846
78,2,483.4,0,1,At Risk,-0.6216030246338314,0.09929926940150309
234,1,157.2,0,1,At Risk,-1.9355272078829857,0.22771507201300598
221,1,446.62,0,1,At Risk,-1.420626518868303,0.5704422508863749
36,2,658.64,0,2,Recent Customers,-0.18543482230411,-0.26909990584237603
75,2,621.29,0,1,At Risk,-0.4880404618437665,0.16598818380587232
239,2,1345.62,0,3,Regular Customers,-0.5612792286876209,1.1761009499612751
266,1,118.75,0,1,At Risk,-2.11632470021034,0.20723124226192885
10,55,117210.08,1,0,Champions,5.382373149694023,1.9680490716130832
20,2,424.89000000000004,0,2,Recent Customers,-0.1765221669762528,-0.7875024907530648
40,1,507.66,0,2,Recent Customers,-0.7147779107919467,-0.45378411504781574
20,11,4630.35,1,0,Champions,2.209416996915085,0.6119278590891952
216,3,1097.6200000000001,0,3,Regular Customers,-0.3589948761225425,1.148150128516397
174,2,289.36,0,1,At Risk,-1.168088425158733,0.4170967191440969
87,4,2445.91,1,3,Regular Customers,0.567385428210781,0.9529857268654496
71,2,1631.77,0,3,Regular Customers,-0.010003629447566878,0.48303434038767645
276,1,120.44,0,1,At Risk,-2.123725473949924,0.2356443217495438
39,4,562.59,0,3,Regular Customers,0.17239365247918215,-0.08159020355145713
98,1,363.79,0,1,At Risk,-1.2091641986741997,-0.01602195997706139
11,4,450.84,1,2,Recent Customers,0.5275210013262254,-0.9253205250587107
33,1,134.46,0,1,At Risk,-1.2706203186566107,-1.054344188626854
60,3,3222.3,1,3,Regular Customers,0.6361272929803671,0.7356821970868546
297,4,576.9000000000001,0,1,At Risk,-0.5828512123712205,1.2006207338198835
86,4,549.46,0,3,Regular Customers,-0.13560689334027995,0.4024108592262667
9,7,1600.26,1,0,Champions,1.6223655319418722,-0.4003172055857196
41,2,701.57,0,2,Recent Customers,-0.20395782927001224,-0.16578407481842836
11,25,4748.52,1,0,Champions,3.1347648696982624,0.5621039182498127
67,1,452.89,0,1,At Risk,-0.9620624573607071,-0.17454530881727479
331,1,197.65,0,1,At Risk,-1.959568572784286,0.5296949207139956
31,6,2054.36,1,3,Regular Customers,1.175594672758407,0.37689475942347067
2,15,4654.08,1,0,Champions,3.21548632433197,-0.5097490097241915
2,13,4684.76,1,0,Champions,3.097773722007133,-0.5584349377929491
68,2,853.39,0,3,Regular Customers,-0.30083064339690596,0.22017900586567515
5,21,11349.52,1,0,Champions,3.6614787957616723,0.376093626868642
202,2,1012.0,0,1,At Risk,-0.6323035054590784,0.9662769618631407
107,1,335.52,0,1,At Risk,-1.2806497795445098,0.009759403187064466
18,4,701.4,1,2,Recent Customers,0.5611661040792452,-0.473328689995079
218,1,185.39999999999998,0,1,At Risk,-1.8308130485838716,0.24275605026547217
60,7,747.44,1,3,Regular Customers,0.5709814242629179,0.46902452158391245
2,1,150.61,0,2,Recent Customers,-0.28981881069755555,-2.552358760175263
17,2,466.7,0,2,Recent Customers,-0.07323415896605194,-0.851117874821521
239,1,328.15999999999997,0,1,At Risk,-1.5961634243504295,0.5079082115381416
95,1,151.74,0,1,At Risk,-1.6102020691203927,-0.3525999172461145
11,6,2073.43,1,0,Champions,1.554648505739898,-0.24152453249328867
106,6,1905.8400000000001,1,3,Regular Customers,0.6789242129010866,1.1147976595632396
53,9,2241.1,1,3,Regular Customers,1.3396896285386886,0.8767076513706347
90,1,1070.48,0,1,At Risk,-0.6660864850193857,0.32298316037036046
31,5,1004.38,1,3,Regular Customers,0.6970480081307046,0.05749188753295248
12,6,1789.72,1,0,Champions,1.4543389364001749,-0.2443456199947553
3,4,1839.3,1,0,Champions,1.6130717850324823,-1.1102978800587593
2,17,2004.98,1,0,Champions,2.922906937366498,-0.77129145944316
43,1,169.48000000000002,0,1,At Risk,-1.2600824384652465,-0.807151345210857
4,1,89.94,0,2,Recent Customers,-0.7272995309102648,-2.4146770655915044
247,2,632.4,0,1,At Risk,-0.9314371297485673,0.9221861753815582
42,9,3432.8,1,0,Champions,1.6288136199578702,0.8875509988266189
177,1,683.17,0,1,At Risk,-1.1350794413378924,0.5849276836146002
92,3,991.13,0,3,Regular Customers,-0.08367177969864319,0.5738847996266345
110,4,1009.73,0,3,Regular Customers,0.059461881517257925,0.7781690632881858
29,5,2214.79,1,3,Regular Customers,1.0963999045533668,0.30438865538969584
26,10,3350.96,1,0,Champions,1.8813862030208366,0.6202131251617209
52,3,1547.2,1,3,Regular Customers,0.34212501776023113,0.379486608450211
184,3,925.71,0,3,Regular Customers,-0.378737119758085,0.9850345834351035
43,5,2048.07,1,3,Regular Customers,0.9130077742863659,0.5186920483453228
49,4,1462.72,1,3,Regular Customers,0.5396917757409996,0.4074685047464293
22,4,754.12,1,3,Regular Customers,0.5224997464150242,-0.32585312943640327
75,5,3144.86,1,3,Regular Customers,0.9075002607480525,1.0213005660394916
81,2,490.86,0,1,At Risk,-0.628594050745829,0.12849311915990944
373,1,161.0,0,1,At Risk,-2.1017756389995395,0.5309310966605294
326,1,146.85,0,1,At Risk,-2.0938118898212386,0.4125087020492928
43,11,2380.85,1,0,Champions,1.611565953834582,0.838644176905992
30,2,890.34,0,2,Recent Customers,0.024888216737216286,-0.27162558558352595
184,1,213.70000000000002,0,1,At Risk,-1.6993435377331063,0.18728009663064576
235,2,280.55,0,1,At Risk,-1.2969327702489641,0.5954509303076684
9,10,2588.77,1,0,Champions,2.138485556471693,-0.10340085588500084
220,2,1693.45,0,3,Regular Customers,-0.4208312796471917,1.2074960590011654
111,3,1474.06,0,3,Regular Customers,0.033365028387682114,0.8361764400137082
278,1,136.76999999999998,0,1,At Risk,-2.066651687709849,0.286154981487396
318,1,302.58,0,1,At Risk,-1.7432203984122756,0.6588323641455798
7,3,1904.05,1,2,Recent Customers,1.1627731957932186,-0.743649763663769
2,5,2879.7000000000003,1,0,Champions,2.1004127620341815,-1.059726607385301
260,2,969.0600000000001,0,1,At Risk,-0.7488424893961172,1.1098192057451466
64,5,3099.7200000000003,1,3,Regular Customers,0.960371196009865,0.9169233505774518
9,9,12669.98,1,0,Champions,2.8050813430144954,0.4384047748468414
142,1,120.0,0,1,At Risk,-1.8728798305277,-0.1848188706827688
51,2,1163.45,0,3,Regular Customers,-0.04597129281557309,0.15362575412905768
8,8,2618.23,1,0,Champions,2.0025173091358117,-0.24283354460194403
155,2,333.97,0,1,At Risk,-1.0564193589804425,0.3962903644496024
109,2,530.18,0,1,At Risk,-0.7043444133575946,0.34272863117891983
163,3,1516.24,0,3,Regular Customers,-0.09894816665390994,1.0882074803183044
332,1,492.65000000000003,0,1,At Risk,-1.52910203576722,0.8631302189059105
226,1,112.32,0,1,At Risk,-2.0804958549707724,0.08424366910607156
74,2,437.96,0,1,At Risk,-0.6484601198792735,0.030485012130417842
51,4,559.97,0,3,Regular Customers,0.06996164810808587,0.08303487034210041
99,3,1119.74,0,3,Regular Customers,-0.053598669794344064,0.6642829427747495
15,3,4188.0,1,3,Regular Customers,1.2716050254073026,-0.01726273046851963
197,1,134.04,0,1,At Risk,-1.9451375102281154,0.06146059319361639
3,15,3701.44,1,0,Champions,2.9970263549355796,-0.4107677981246722
31,2,595.25,0,2,Recent Customers,-0.1778815070662791,-0.39793307881391976
21,4,1910.01,1,3,Regular Customers,0.9797386460193154,-0.015865178930899143
24,3,4628.75,1,3,Regular Customers,1.1485591587026238,0.30208998121298564
8,3,176.63,0,2,Recent Customers,-0.007182580070530905,-1.53307971874502
213,1,426.6,0,1,At Risk,-1.4283023589225554,0.5305112307513995
9,6,911.26,1,2,Recent Customers,1.2347682857492033,-0.6563046117841487
11,5,2314.65,1,0,Champions,1.4673225876006597,-0.2604262796819184
2,11,3883.25,1,0,Champions,2.869338058861797,-0.685724692165087
8,9,4871.93,1,0,Champions,2.392216816761461,0.023572433847861455
3,4,1046.56,1,2,Recent Customers,1.3459017460969565,-1.315514239128153
40,1,166.20000000000002,0,1,At Risk,-1.242318225016871,-0.8589938570491945
18,4,1305.33,1,3,Regular Customers,0.8553672602659002,-0.24734942096034582
8,44,51527.3,1,0,Champions,4.8714631475223396,1.457864204357859
8,9,3965.62,1,0,Champions,2.29464458694253,-0.05137391054577499
19,1,43.2,0,2,Recent Customers,-1.5989526655506818,-1.7986196729774493
117,1,640.14,0,1,At Risk,-1.008840945911723,0.30065912501771896
223,1,383.45,0,1,At Risk,-1.496186252725821,0.5207210784054588
71,3,1858.96,1,3,Regular Customers,0.31208021804280406,0.64052586846525
51,2,2093.32,0,3,Regular Customers,0.23234855885201047,0.36740641173392674
89,6,2995.72,1,3,Regular Customers,0.9593691351332717,1.169760781150445
8,9,2352.53,1,0,Champions,2.047136325023609,-0.24148783407165458
243,1,310.26,0,1,At Risk,-1.6289901724443876,0.4980221077354141
47,6,1611.59,1,3,Regular Customers,0.9056731999557607,0.5455742443472033
107,1,120.0,0,1,At Risk,-1.7656478711660009,-0.3627731716282774
45,6,2481.13,1,3,Regular Customers,1.126422554121408,0.6756665624466702
65,1,508.58000000000004,0,1,At Risk,-0.8957837238370823,-0.15132008896044552
207,2,477.79,0,1,At Risk,-0.9969349599395402,0.7087638206952664
11,5,1530.75,1,3,Regular Customers,1.2713637901576686,-0.41094447064034384
115,2,605.0600000000001,0,1,At Risk,-0.66210155279823,0.42442740652055805
242,1,183.85,0,1,At Risk,-1.8744962132096878,0.3056376769173577
163,1,311.65,0,1,At Risk,-1.4751089472758492,0.2477810529091128
